328,737
388,495
20,513
301,612
482,687
421,528
406,548
106,107
490,627
204,306
53,811
777,842
45,807
459,532
290,494
328,606
653,662
406,525
204,427
16,227
196,423
463,687
601,737
288,542
542,687
420,810
412,577
204,548
196,544
288,627
133,753
122,249
799,842
204,404
417,548
482,677
47,191
513,601
442,577
775,786
204,525
196,292
20,444
292,494
370,593
417,525
301,579
386,537
205,233
204,417
398,511
162,420
44,135
650,768
254,768
20,601
542,677
48,254
463,618
199,688
291,542
421,737
386,550
16,688
402,494
494,577
495,542
420,548
179,193
412,544
5,40
330,511
328,550
162,374
548,589
525,542
0,577
442,544
420,525
777,799
421,606
0,204
447,515
35,161
20,447
2,249
352,627
196,645
431,511
16,40
548,687
292,618
370,537
677,810
528,601
232,688
406,495
5,151
151,205
494,544
544,810
511,633
204,482
0,423
468,528
292,860
0,459
532,548
0,544
204,459
548,677
204,495
344,618
416,494
423,618
16,151
589,687
162,354
0,292
306,627
412,645
459,577
374,618
421,550
292,585
344,860
442,645
285,810
182,834
423,860
46,156
404,618
374,860
577,810
20,633
352,548
45,842
589,677
162,344
447,593
205,651
404,860
662,666
627,645
196,687
344,585
468,737
463,542
423,585
102,270
494,645
412,612
459,544
374,585
68,249
162,442
482,532
132,270
290,627
0,645
442,612
196,291
412,589
404,585
468,606
4,651
515,601
205,232
204,416
196,412
196,677
442,589
388,618
463,532
306,548
285,525
45,135
482,810
528,633
412,687
292,542
544,577
301,627
204,285
388,860
494,612
495,577
534,834
162,288
138,834
447,537
412,579
463,810
442,687
102,273
47,157
354,494
4,232
204,406
196,402
542,810
47,193
525,577
0,612
442,579
494,589
132,273
182,768
537,587
162,301
447,550
402,627
473,687
412,677
292,532
398,513
151,227
112,156
344,542
0,589
388,585
459,645
162,687
423,542
442,677
374,542
513,737
291,544
406,494
48,786
290,548
444,606
233,688
513,593
579,687
494,579
495,544
352,495
404,542
330,513
4,199
48,534
525,544
344,532
0,579
20,328
204,494
666,668
196,490
40,651
423,532
473,618
417,494
75,236
494,677
301,548
374,532
427,687
162,618
459,612
579,677
431,513
398,601
404,532
548,810
515,633
459,589
416,627
487,687
534,768
306,495
5,9
612,687
162,487
9,16
0,196
482,577
513,537
330,601
388,542
420,494
427,618
459,687
544,645
463,577
406,860
495,645
542,577
513,550
459,579
20,537
612,677
589,810
525,645
431,601
490,687
487,618
138,650
388,532
20,370
40,199
482,544
406,585
459,677
645,687
290,495
122,273
285,645
205,244
138,254
288,687
292,577
544,612
463,544
807,842
46,112
577,645
495,612
196,810
16,205
291,589
544,589
525,612
645,677
102,249
301,495
495,589
420,860
4,244
288,677
114,115
473,542
132,249
525,589
344,577
354,627
291,687
423,577
196,306
162,542
285,612
374,577
292,544
196,427
544,579
402,495
162,290
495,579
412,810
404,577
196,548
328,587
482,645
386,528
196,404
2,273
330,633
473,532
532,618
525,579
442,810
291,677
406,627
196,525
48,775
463,645
162,388
495,677
427,542
398,515
344,544
196,417
44,777
542,645
532,860
285,494
423,544
0,627
254,772
473,810
525,677
374,544
687,860
417,627
487,542
412,548
404,544
650,834
421,633
482,612
35,826
579,810
352,618
427,532
532,585
442,548
388,577
412,525
370,528
2,132
416,495
191,822
482,589
515,537
204,352
0,473
463,612
386,737
442,525
352,860
542,612
204,473
431,515
427,810
421,587
487,532
550,737
463,589
420,627
772,786
490,542
550,593
542,589
0,306
511,601
494,548
0,162
386,606
196,482
44,842
0,427
482,579
344,645
199,227
90,91
306,618
352,585
612,810
423,645
550,606
0,548
388,544
205,688
548,645
398,737
204,463
196,459
68,273
374,645
0,404
398,593
463,579
490,532
0,525
306,860
542,579
459,810
404,645
292,589
370,737
227,688
0,417
328,511
301,494
532,542
463,677
532,627
490,810
288,532
473,577
344,612
589,645
306,585
292,687
423,612
370,606
162,577
548,612
645,810
374,612
48,182
162,204
431,737
344,589
290,618
431,593
288,810
423,589
354,495
459,548
404,612
4,233
468,633
374,589
398,537
44,799
290,860
544,627
292,677
352,542
459,525
404,589
291,532
344,687
204,420
423,687
196,416
162,423
301,618
427,577
473,544
398,550
344,579
45,777
374,687
447,528
423,579
330,537
162,544
0,482
468,587
548,579
47,822
374,579
421,511
291,810
404,687
290,585
301,860
0,374
9,688
196,285
370,550
162,292
487,577
352,532
404,579
344,677
204,374
402,618
0,495
285,627
423,677
196,406
431,537
388,612
374,677
306,542
417,495
402,860
301,585
427,544
244,688
404,677
444,633
388,589
431,550
490,577
447,737
495,548
487,544
306,532
402,585
388,687
473,645
291,525
651,688
444,587
420,495
772,834
525,548
162,645
388,579
196,494
288,577
204,354
447,606
579,645
290,542
416,618
0,416
633,737
285,548
388,677
490,544
20,515
416,860
5,651
534,772
775,834
427,645
473,612
204,344
537,633
301,542
0,285
291,577
290,532
162,612
20,528
412,494
288,544
0,406
468,511
473,589
585,687
511,737
416,585
162,589
442,494
487,645
16,651
511,593
204,442
612,645
5,232
46,270
402,542
45,799
328,513
352,577
4,16
511,606
482,548
427,612
473,579
585,677
199,232
162,579
16,232
2,68
292,810
482,525
427,589
490,645
204,288
402,532
463,548
162,291
235,275
618,687
0,494
232,651
487,612
473,677
406,687
182,650
20,737
162,412
548,627
513,606
5,199
162,677
20,593
463,525
354,618
204,301
444,511
487,589
306,577
352,544
511,537
288,645
328,601
48,138
182,254
427,579
204,687
344,810
285,495
20,606
354,860
423,810
618,677
416,542
511,550
16,199
374,810
162,402
421,513
490,612
406,618
254,786
2,156
494,618
487,579
427,677
404,810
810,860
292,525
204,412
490,589
354,585
291,645
0,618
528,737
306,544
459,494
112,270
416,532
288,612
494,860
528,593
102,112
487,677
420,687
151,233
344,548
290,577
417,618
0,860
423,548
288,589
534,650
374,548
528,606
344,525
490,579
20,550
482,495
417,860
204,487
423,525
162,490
421,601
494,585
404,548
374,525
662,668
291,612
388,810
0,585
463,495
404,525
490,677
288,579
420,618
112,273
196,352
290,544
417,585
196,473
386,633
528,537
532,687
402,577
412,627
799,807
328,633
352,612
354,542
5,244
442,627
528,550
68,156
301,544
352,589
653,666
291,579
388,548
386,587
196,463
515,737
468,513
20,386
532,677
420,585
515,593
199,244
4,5
550,587
388,525
233,651
354,532
585,810
406,542
48,834
16,244
9,205
352,687
402,544
328,515
494,627
515,606
352,579
370,633
0,542
46,249
650,772
40,205
204,542
306,589
416,577
417,542
151,651
406,532
398,528
352,677
544,618
204,290
330,515
370,587
156,249
495,618
468,601
205,227
677,860
0,352
306,687
20,330
618,810
0,388
406,810
292,645
525,618
544,860
204,532
330,528
444,513
157,191
162,306
306,579
204,388
417,532
495,860
151,232
196,420
162,427
473,548
420,542
254,775
515,550
525,860
416,544
162,548
204,810
285,618
4,227
402,645
162,404
421,515
306,677
482,494
473,525
459,627
544,585
290,589
431,528
2,122
0,463
487,810
495,585
48,768
196,374
328,593
285,860
162,417
463,494
420,532
292,612
525,585
196,495
290,687
386,511
151,199
444,601
301,589
427,548
290,579
2,112
398,606
112,249
330,737
20,431
285,585
402,612
330,593
4,688
427,525
354,577
48,650
5,688
301,687
487,548
290,677
402,589
482,618
330,606
447,633
292,579
412,495
416,645
2,102
138,786
487,525
20,421
328,537
196,354
482,860
442,495
4,40
402,687
542,618
291,627
138,534
406,577
5,233
370,511
162,482
301,677
388,645
0,420
421,593
20,398
768,786
786,834
431,606
402,579
495,627
447,587
344,494
463,860
490,548
354,544
473,495
423,494
542,860
162,459
75,836
525,627
537,601
482,585
374,494
606,737
199,233
196,344
490,525
687,810
653,668
416,612
417,577
16,233
402,677
102,156
404,494
288,548
468,515
285,542
4,151
330,550
463,585
132,156
416,589
542,585
2,46
406,544
66,67
196,442
288,525
182,772
40,688
68,112
100,101
352,810
427,495
204,423
193,822
421,537
585,645
416,687
420,577
285,532
204,544
291,548
416,579
417,544
548,618
511,587
151,244
487,495
513,633
204,292
196,288
354,645
388,494
162,416
548,860
0,354
135,807
416,677
482,542
182,775
459,495
196,301
444,515
157,193
306,810
482,627
9,151
513,587
420,544
618,645
162,285
352,525
406,645
593,737
444,528
490,495
463,627
468,593
548,585
532,577
162,406
542,627
0,344
40,151
227,651
20,587
354,612
447,511
204,645
288,495
354,589
417,645
0,442
199,651
386,513
290,810
306,525
292,627
406,612
301,532
354,687
532,544
473,494
354,579
122,156
534,775
406,589
5,16
196,487
468,537
291,495
444,737
156,270
528,587
0,288
420,645
768,834
444,593
301,810
417,612
627,687
344,627
468,550
354,677
285,577
412,618
423,627
494,687
0,301
417,589
374,627
386,601
9,651
406,579
46,273
370,513
442,618
402,810
0,687
412,860
427,494
404,627
290,525
550,601
162,196
627,677
417,687
442,860
420,612
406,677
665,788
156,273
0,291
244,651
292,548
417,579
151,688
487,494
532,645
204,291
650,786
0,412
420,589
285,544
412,585
0,677
444,537
473,860
301,525
4,9
44,45
20,511
204,677
162,860
537,737
442,585
254,534
135,842
417,677
537,593
402,548
370,601
444,550
122,270
402,525
388,627
0,402
473,585
420,579
196,542
537,606
490,494
0,487
515,587
416,810
204,402
